Nro;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
1;Del Giro;76521007-0;ALGUIEN TE CUIDA SPA;13336;01/04/2024;01/04/2024 06:33:57;0;556510;105737;;;662247;;;;;0;0;;;;
2;Del Giro;76521007-0;ALGUIEN TE CUIDA SPA;13437;01/04/2024;01/04/2024 06:44:56;0;556510;105737;;;662247;;;;;0;0;;;;
3;Del Giro;76521007-0;ALGUIEN TE CUIDA SPA;13469;01/04/2024;01/04/2024 06:48:23;0;422948;80360;;;503308;;;;;0;0;;;;
4;Del Giro;76259791-8;OBREQUE ABARCA Y COMPANIA LIMITADA;13453;01/04/2024;01/04/2024 09:14:17;0;55000;10450;;;65450;;;;;0;0;;;;
5;Del Giro;76578110-8;SERVICIO TECNICO GMB SPA.;200170;01/04/2024;01/04/2024 09:48:52;0;323529;61471;;;385000;;;;;0;0;;;;
6;Del Giro;76578110-8;SERVICIO TECNICO GMB SPA.;200171;01/04/2024;01/04/2024 09:49:02;0;171652;32614;;;204266;;;;;0;0;;;;
7;Del Giro;77055131-5;ACCESORIOS, AUTOMOTRIZ LUZ MARINA ESPINOZA COLMENAREZ  E.I.R.L.;702;01/04/2024;01/04/2024 10:41:34;0;302520;57479;;;359999;;;;;0;0;;;;
8;Del Giro;89274100-K;SERVICIOS PROSEGUR LTDA.;100765;30/03/2024;01/04/2024 10:56:26;0;3814751;724803;;;4539554;;;;;0;0;;;;
9;Del Giro;76058647-1;VERISURE CHILE SPA;8682486;01/04/2024;01/04/2024 11:24:13;0;38213;7261;;;45474;;;;;0;0;;;;
10;Del Giro;76058647-1;VERISURE CHILE SPA;8682177;01/04/2024;01/04/2024 11:24:09;0;38955;7402;;;46357;;;;;0;0;;;;
