Nro;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
1;Del Giro;84303600-7;COMERCIAL ITV LTDA.;3448;01/05/2024;01/05/2024 00:40:19;0;120000;22800;;;142800;;;;;0;0;;;;
2;Del Giro;76049144-6;HOTELERA PATAGONIA S.A.;26495;01/05/2024;01/05/2024 10:45:03;45280;1106267;210190;;;1361737;;;;;0;0;;;;
3;Del Giro;6491909-1;MIGUEL ANGEL UGARTE REYES;556;01/05/2024;01/05/2024 13:39:09;0;8880000;1687200;;;10567200;;;;;0;0;;;;
4;Del Giro;76058647-1;VERISURE CHILE SPA;8868563;01/05/2024;01/05/2024 21:18:49;0;40621;7718;;;48339;;;;;0;0;;;;
5;Del Giro;76058647-1;VERISURE CHILE SPA;8875749;01/05/2024;01/05/2024 21:20:29;0;40993;7789;;;48782;;;;;0;0;;;;
6;Del Giro;76058647-1;VERISURE CHILE SPA;8888012;01/05/2024;01/05/2024 21:23:20;0;39130;7435;;;46565;;;;;0;0;;;;
7;Del Giro;76058647-1;VERISURE CHILE SPA;8887736;01/05/2024;01/05/2024 21:23:15;0;39130;7435;;;46565;;;;;0;0;;;;
8;Del Giro;76058647-1;VERISURE CHILE SPA;8875252;01/05/2024;01/05/2024 21:20:23;0;40993;7789;;;48782;;;;;0;0;;;;
9;Del Giro;76058647-1;VERISURE CHILE SPA;8900272;01/05/2024;01/05/2024 21:26:09;0;43975;8355;;;52330;;;;;0;0;;;;
10;Del Giro;76058647-1;VERISURE CHILE SPA;8888854;01/05/2024;01/05/2024 21:23:30;0;42484;8072;;;50556;;;;;0;0;;;;
11;Del Giro;76058647-1;VERISURE CHILE SPA;8893184;01/05/2024;01/05/2024 21:24:31;0;37267;7081;;;44348;;;;;0;0;;;;
12;Del Giro;76058647-1;VERISURE CHILE SPA;8896553;01/05/2024;01/05/2024 21:25:17;0;41366;7860;;;49226;;;;;0;0;;;;
13;Del Giro;76058647-1;VERISURE CHILE SPA;8897376;01/05/2024;01/05/2024 21:25:29;0;40248;7647;;;47895;;;;;0;0;;;;
14;Del Giro;76058647-1;VERISURE CHILE SPA;8902862;01/05/2024;01/05/2024 21:26:43;0;38385;7293;;;45678;;;;;0;0;;;;
15;Del Giro;76058647-1;VERISURE CHILE SPA;8900782;01/05/2024;01/05/2024 21:26:15;0;44348;8426;;;52774;;;;;0;0;;;;
16;Del Giro;76058647-1;VERISURE CHILE SPA;8901787;01/05/2024;01/05/2024 21:26:28;0;42857;8143;;;51000;;;;;0;0;;;;
17;Del Giro;76058647-1;VERISURE CHILE SPA;8902358;01/05/2024;01/05/2024 21:26:38;0;37267;7081;;;44348;;;;;0;0;;;;
18;Del Giro;76058647-1;VERISURE CHILE SPA;8904054;01/05/2024;01/05/2024 21:27:02;0;37267;7081;;;44348;;;;;0;0;;;;
19;Del Giro;76058647-1;VERISURE CHILE SPA;8904296;01/05/2024;01/05/2024 21:27:04;0;38385;7293;;;45678;;;;;0;0;;;;
